Date,Site_ID,CO2_Captured_Tons,Operational_Costs,Energy_Consumption,Revenue_CO2_Sales,Revenue_Carbon_Credits,Plant_Uptime_Percentage,Customer_Satisfaction_Score
2022-10-31,Site_6,3386.125561128981,456402.4032871444,83252.92399502624,116133.93902119542,71596.52451498053,85.52929543062596,3
2022-11-30,Site_7,1130.8745492618204,303062.78555169667,21299.07146518268,77115.8845864161,47541.91038227059,88.39316142329297,8
2022-12-31,Site_8,731.7388585087812,132577.7738790481,230299.38820730464,33735.09647701912,20797.672775839605,91.2345605224621,1
2021-01-31,Site_9,1645.598919528501,45009.9502161248,50265.16148715541,11453.013341075268,7060.777903133367,94.3208657413528,9
2021-02-28,Site_10,1882.1827776188509,272728.89507093024,122213.35586497921,69397.27013128452,42783.38782016535,82.04906702282038,2
2021-03-31,Site_1,2893.9641750476103,80953.45572963622,99690.58567944363,20599.023194331694,12699.289127258957,82.3676146558937,8
2021-04-30,Site_2,2249.14741596537,391417.43785820535,130886.69515655904,99598.1803177717,61402.23623576004,86.70965326377113,2
2021-05-31,Site_3,4943.0318064902085,253093.73173488557,272739.70853044325,64401.00182700749,39703.19051397302,93.9713415862524,5
2021-06-30,Site_4,600.0195726653376,365959.95358009654,133524.85075433995,93120.39250269117,57408.682774866844,87.23807888270126,3
2021-07-31,Site_5,1123.49610486469,203906.0334218696,274695.85066085064,51884.938994439886,31987.043046871127,74.66023205603875,5
2021-08-31,Site_6,890.4166376364817,354138.1448639767,243566.2493132069,90112.27246942674,55554.17804075708,74.26486996048797,5
2021-09-30,Site_7,3300.2307947804525,345461.034608076,93629.71629986624,87904.33713411482,54192.98683606282,72.31647629080277,1
2021-10-31,Site_8,1341.1288524449324,285093.9419570947,102245.81552488635,72543.61991106118,44723.11113480613,70.08792645580046,7
2021-11-30,Site_9,2384.922786995901,424412.4207374834,117254.8251344134,107993.92342102762,66578.20832436744,92.52646381331374,7
2021-12-31,Site_10,1297.6854008078535,295412.0510651647,185637.6855698296,75169.11584478163,46341.72827262913,74.65636111579984,1
2022-01-31,Site_1,878.9509598630466,293274.10128211294,205478.1299709801,74625.103525944,46006.34490709116,71.5178741023271,5
2022-02-28,Site_2,640.8381917050951,160911.72259774344,291946.65235479904,40944.81546409556,25242.46149613032,91.09558278898275,5
2022-03-31,Site_3,3316.01498837984,466438.0703976077,278689.65841414785,118687.56613588505,73170.8345561273,82.20479097967154,8
2022-04-30,Site_4,777.0964616082076,263398.39006135473,187442.79921345285,67023.07514016554,41319.6976076602,93.25671449338554,8
2022-05-31,Site_5,1063.2535722322623,201940.18221104998,23409.24605474217,51384.718042495355,31678.65704058689,89.70343751716294,8
2022-06-30,Site_6,1906.7533362387242,275404.7228656826,168139.20991388333,70078.14827677378,43203.148910214484,82.8453527843635,3
2022-07-31,Site_7,4122.866826254882,81168.64798002136,127055.66416910503,20653.77996928307,12733.046655964255,99.5364454707272,3
2022-08-31,Site_8,575.7962513860002,139911.36618939036,167985.8303752555,35601.16676070202,21948.104320127408,72.87739606408869,7
2022-09-30,Site_9,4205.930046744139,160274.1124632061,21651.14824537592,40782.57228581618,25142.438645024336,71.46257584424315,8
2022-10-31,Site_10,570.882198680419,262427.79689884745,298771.0401538814,66776.10271772172,41167.43921319727,79.93275758840753,2
2022-11-30,Site_1,4884.651378565639,350800.3085658106,26517.927421684242,89262.94285520454,55030.566691151,98.89905556875043,3
2022-12-31,Site_2,2396.3908880737376,150729.20644258065,89077.180956655,38353.821854664406,23645.11502670643,70.39928275402188,6
2021-01-31,Site_3,4886.129332132652,76525.33783855676,30915.96839201928,19472.26582093166,12004.643680914909,71.80442840656451,7
2021-02-28,Site_4,3063.743046750725,284016.90955986775,168807.2207412385,72269.56347787296,44554.15545912146,97.03176596286512,9
2021-03-31,Site_5,3722.391539051678,428778.4173755893,112027.30600070533,109104.873722088,67263.10871726875,96.68055122171299,2
2021-04-30,Site_6,292.02018204617127,214933.72232035827,118836.95442728771,54690.99115555451,33716.97302286971,94.87734676718989,1
2021-05-31,Site_7,1485.754116624407,243128.72538406018,238858.58104880227,61865.35470605119,38139.965131393394,90.60041532945488,4
2021-06-30,Site_8,688.9631499445277,151712.17095588264,272165.83351510245,38603.942230949964,23799.314133387525,97.7745127936333,4
2021-07-31,Site_9,1551.0869678585102,406328.7204248663,58052.12510360063,103392.43286300845,63741.39133254438,89.48992318001878,4
2021-08-31,Site_10,681.7658228757958,69125.82323827685,90903.31261738752,17589.421271502975,10843.87080885668,79.91082676367715,7
2021-09-30,Site_1,1658.1175790304826,93833.47166913732,147091.29985700958,23876.409498472083,14719.796404004503,97.71752772170902,8
2021-10-31,Site_2,2129.8886731218827,499978.74025128526,42735.68434117659,127222.1620965167,78432.40937285074,74.09968387871916,3
2021-11-30,Site_3,414.3227321090434,344285.7187884648,122096.04379496477,87605.27197858036,54008.61329358018,93.5789579606815,1
2021-12-31,Site_4,3493.1133849130974,278545.67922258814,97605.53322831649,70877.38077729066,43695.87541031178,70.3532146926904,9
2022-01-31,Site_5,2876.3471256122184,399602.89312757296,277373.13773969543,101681.0115129339,62686.300790719986,81.05724766512772,8
2022-02-28,Site_6,1400.4085056032825,498472.4027890064,67574.89492629436,126838.86678139634,78196.10797244371,99.35634498260944,2
2022-03-31,Site_7,2663.915461986828,103528.39761686961,219151.3054412804,26343.333271703366,16240.653871643712,73.44791541498975,6
2022-04-30,Site_8,560.3085027163643,397782.5889913103,72609.03053850206,101217.82576273143,62400.74697071817,88.99985262380598,6
2022-05-31,Site_9,2922.1378282252786,177659.42046770875,191440.92984099704,45206.353328856276,27869.697795677283,96.86815850637365,8
2022-06-30,Site_10,4653.551368123449,368304.01564278285,178777.3111607394,93716.8511512199,57776.399280579826,77.47145999907991,9
2022-07-31,Site_1,1660.9878670114858,356753.2664935107,143030.04488575738,90777.70361893415,55964.41606428647,75.97753041723462,4
2022-08-31,Site_2,3370.3108618220404,499181.7209710402,246903.1176327591,127019.35644119137,78307.37977172247,93.51515453984373,10
2022-09-30,Site_3,745.8095257815216,64817.30539986827,74587.98636967511,16493.09674666766,10167.987200840764,75.03886353307921,3
2022-10-31,Site_4,3610.003300180971,11041.443460098591,148411.2649672229,2809.5520800628206,1732.0876745567025,96.09426724616323,6
2022-11-30,Site_5,1518.0898554412854,376414.3876594502,294901.10441272554,95780.57702654196,59048.685413901534,89.30379128987187,10
2022-12-31,Site_6,997.6376738348724,288700.68996641535,63145.91889358786,73461.37549333346,45288.90706490823,96.10575467299525,3
2021-01-31,Site_7,2973.9133805694073,348528.32270121184,168175.41190370772,88684.82436600297,54674.15688594212,99.42221748619782,8
2021-02-28,Site_8,198.52697631871843,379227.2670649349,95000.67715945673,96496.32865930673,59489.945994174515,90.0574998178708,6
2021-03-31,Site_9,4161.8061431650785,251818.21037015977,45903.757255314464,64076.4388551116,39503.09757843798,96.77185725924475,6
2021-04-30,Site_10,123.00783334348063,184701.91726988638,256961.9644588372,46998.35286323756,28974.464754203913,90.66081752836104,5
2021-05-31,Site_1,3421.3010303015276,387484.18428822415,177526.86405577319,98597.34371620869,60785.22089224175,71.53036657916601,1
2021-06-30,Site_2,1423.0390686416079,196263.6650463667,177860.48641798587,49940.29905278784,30788.17334152263,71.87389551345771,2
2021-07-31,Site_3,3702.450708400715,314874.21205030393,168147.07380675618,80121.36281103356,49394.78644246167,75.82377915159506,5
2021-08-31,Site_4,4814.723871075447,447768.9529926707,63495.75097785078,113937.11318763353,70242.18231343813,87.62218578520225,7
2021-09-30,Site_5,1318.8904032477944,87611.82132968058,174903.61801999077,22293.278568552152,13743.796852196054,84.26328019219916,1
2021-10-31,Site_6,2923.170938647401,14364.018347059191,36502.81418627039,3654.9983497067433,2253.304943865139,89.86262290413103,8
2021-11-30,Site_7,3001.005463232011,135810.73948736256,207966.14242174115,34557.74120480641,21304.832904192714,79.26649688176612,5
2021-12-31,Site_8,2904.0343383752797,400761.2522888285,24922.578737262393,101975.76195953322,62868.014316960565,71.18618130905895,1
2022-01-31,Site_9,1193.0999999390297,287744.5648201788,64853.823921789924,73218.08453204593,45138.91828969828,81.79166477303204,2
2022-02-28,Site_10,4768.470156433226,473618.82313236163,95323.16115730781,120514.74560342946,74297.28992863849,77.33129975616338,4
2022-03-31,Site_1,2290.914355226374,278458.3089322229,90890.05312136492,70855.14895751832,43682.16950278158,80.48330252132357,4
2022-04-30,Site_2,4247.402495108527,140232.87746843824,245509.6637984935,35682.97695934832,21998.540273151324,98.45573913256887,5
2022-05-31,Site_3,3527.448449055771,385283.7993026746,93447.68693450722,98037.44443896016,60440.04322353176,98.15181330634005,3
2022-06-30,Site_4,1557.4410591901549,332199.68909835507,31447.7916153454,84529.91955946418,52112.65982189719,79.27175376586084,8
2022-07-31,Site_5,4087.6093165421385,412134.8463811773,29714.981139619053,104869.83147638818,64652.206955718364,78.60032990946317,8
2022-08-31,Site_6,2042.8781301502247,337319.25325098453,53329.92062163214,85832.61899056798,52915.77347274521,75.47190808331831,7
2022-09-30,Site_7,4417.405665844692,231455.01508106253,124315.65113410284,58894.91907574955,36308.69281584533,97.90453706650837,1
2022-10-31,Site_8,2948.2370759157075,145770.50785591808,67076.12778345031,37092.05549423258,22867.236596695137,76.95598514604082,3
2022-11-30,Site_9,4420.503273088779,37244.22773693688,78156.48425137434,9476.985313269,5842.5574558849585,82.59750630401464,3
2022-12-31,Site_10,3493.4047913810527,160888.76381092932,63352.94009364477,40938.97348270224,25238.85991706077,90.89001092574782,5
2021-01-31,Site_1,3653.7459711162387,32666.65400764317,96633.26519221094,8312.198133109567,5124.466649684027,92.18607192001733,6
2021-02-28,Site_2,2556.489471440841,220713.26466849833,156409.03130070015,56161.62543310241,34623.61843585111,99.78048799327846,6
2021-03-31,Site_3,4784.809810143797,120641.95682633536,291690.65078843676,30697.96643610698,18925.283384228045,74.08757947509025,8
2021-04-30,Site_4,3255.5519762252234,354787.3280630749,239677.228144122,90277.46047350967,55656.0163757312,82.03784155421312,10
2021-05-31,Site_5,2176.8897379350806,117887.47801268552,60031.00400344477,29997.075134317914,18493.184191745484,86.9743928553757,1
2021-06-30,Site_6,3071.326749226829,49901.59942750564,242826.70021914135,12697.718643098338,7828.138197818252,94.35998161093381,3
2021-07-31,Site_7,194.04667171573428,421010.66641598666,215926.978670271,107128.32953700672,66044.5700592776,80.37828362927131,4
2021-08-31,Site_8,1577.7166017052916,39416.10154418986,272681.53887053934,10029.629774552786,6183.26253360691,97.10808068849929,5
2021-09-30,Site_9,3334.8503337141565,377969.64508125116,136064.95272208258,96176.32027698243,59292.66096119291,98.52506229368572,9
2021-10-31,Site_10,1521.3802753311759,465418.40973100037,261458.6179435469,118428.10823464436,73010.8788692424,99.35327274906896,7
2021-11-30,Site_1,3128.2756020943234,62493.26815387358,212446.17323304332,15901.733515743725,9803.412017935994,73.91980668623357,1
2021-12-31,Site_2,2200.966634634254,284237.285635856,89196.84707275355,72325.63930391203,44588.72618226702,74.92932203415525,3
2022-01-31,Site_3,763.8229146900061,231346.0880241502,123035.08306203599,58867.20202585213,36291.60526625225,79.529644891475,10
2022-02-28,Site_4,1561.5833971845507,401367.9287709495,253158.79100153584,102130.13391084809,62963.18455995666,82.58976564596108,1
2022-03-31,Site_5,2892.828062436198,315505.2029912968,244236.56114450048,80281.92170146975,49493.770930821396,99.92808249974813,6
2022-04-30,Site_6,2995.276530116049,146353.98391986475,81196.73208833713,37240.523979811696,22958.76735555045,93.16654236332022,5
2022-05-31,Site_7,2914.193719362936,10719.813009761408,252519.42827867295,2727.7115576689935,1681.633026955203,89.44089166978146,8
2022-06-30,Site_8,3300.6840172999546,246605.18713234272,284269.55086654844,62749.958279075225,38685.32286175071,91.58405866733708,6
2022-07-31,Site_9,3295.3060230082756,448113.35237279854,264553.14300197,114024.74738132453,70296.20875695524,80.5481048246384,4
2022-08-31,Site_10,2213.9503336264725,453627.95345810696,120573.5280367672,115427.9659918201,71161.29243958041,89.25862487404977,10
2022-09-30,Site_1,4493.078319670209,71395.52169621224,166936.92071806657,18166.95771831378,11199.921785176684,71.17802578130683,6
2022-10-31,Site_2,1901.053163234693,431731.7140057576,255328.58626743488,109856.35523990919,67726.396756637,78.27593378616021,2
2022-11-30,Site_3,2235.738133801571,26871.33004043896,217756.12398792524,6837.54814141807,4215.345550623684,99.51196349354336,10
2022-12-31,Site_4,4470.424439576794,55251.144916703975,215640.4326371659,14058.938008200596,8667.329363339839,86.56324223622312,3
2021-01-31,Site_5,4050.3505463258202,483448.19805860514,92722.92372023103,123015.88061078095,75839.23860771011,92.89122420577189,8
2021-02-28,Site_6,3549.054059347795,199614.02952386183,187132.5480827959,50792.81652667898,31313.750005272545,88.61409521999386,2
2021-03-31,Site_7,591.1117478302755,44684.10935983324,25793.72356719462,11370.101459230134,7009.662762881171,92.50583328419523,5
2021-04-30,Site_8,4605.464807348901,240523.12363322548,96172.74587292477,61202.345938644285,37731.220505409154,84.89728895206024,7
2021-05-31,Site_9,3599.782367790646,32607.13967003182,68808.77119528787,8297.05440379249,5115.130546935456,99.9463188555036,8
2021-06-30,Site_10,4994.350332182546,18021.375900686184,122234.22654608487,4585.631790837857,2827.040068532218,97.73710394925901,4
2021-07-31,Site_1,832.2966928241693,285257.6124235737,224086.58001188436,72585.26670309545,44748.78636456225,95.57874394664296,6
2021-08-31,Site_2,4353.8176811042495,113491.04769959737,85556.92705416522,28878.380828122758,17803.50962293875,72.16716694921732,9
2021-09-30,Site_3,896.2153799142367,314737.1689962505,61885.37648018283,80086.49150104901,49373.288294536775,70.34833115280244,10
2021-10-31,Site_4,3116.2418649908363,174002.6392834039,254190.34584349833,44275.866547863734,27296.053086923894,80.9969389544492,1
2021-11-30,Site_5,706.7179159622634,74913.74611345536,275378.4095444568,19062.18801726103,11751.83088759189,86.43438682645585,4
2021-12-31,Site_6,4255.240323678949,492356.9105318855,139402.81293554706,125282.74832155062,77236.76159706396,79.6133340784543,8
2022-01-31,Site_7,4055.8628977525523,132471.2935862277,80904.3538381944,33708.002018829815,20780.96905377248,90.50115950321914,7
2022-02-28,Site_8,2888.5936192115073,40368.801576356374,83186.11152270203,10272.049197948127,6332.714006073234,76.14979645953106,6
2022-03-31,Site_9,2095.1981564073985,146629.94389816135,130692.16744469132,37310.74341568882,23002.0576082068,82.3210422923914,3
2022-04-30,Site_10,438.91827773017644,133333.02739110368,242708.45189513866,33927.274617806484,20916.150518729344,91.65844074064091,5
2022-05-31,Site_1,3517.4009884083616,156826.6890666142,172829.68744273038,39905.35767073853,24601.636204130264,81.03438722055509,4
2022-06-30,Site_2,2322.3591451225375,184280.37328836566,177427.42458924247,46891.088828929045,28908.336522210135,99.74216289630098,4
2022-07-31,Site_3,3638.072437404705,404530.9385819888,293665.62153495813,102934.97802620122,63459.37061823805,85.41802315695043,8
2022-08-31,Site_4,4345.273397050283,39294.37361442294,32525.807089967275,9998.655476716249,6164.166892030649,94.03022362563064,7
2022-09-30,Site_5,4880.055374514141,183721.0083322212,147753.8840601576,46748.75553874564,28820.58810873339,86.92282531362065,8
2022-10-31,Site_6,4293.436377723794,60835.31605296329,149026.66558351848,15479.859075994029,9543.326603436533,90.27653034034606,6
2022-11-30,Site_7,157.39901250650968,491276.3565841196,170652.45297294448,125007.79581171468,77067.25349050321,89.28881540590004,1
2022-12-31,Site_8,1863.892515943983,80546.14883393505,58702.66883522979,20495.381859738387,12635.394288114469,71.44326241750136,2
2021-01-31,Site_9,3676.9537558778843,244727.12295631002,58987.423035715314,62272.07518966464,38390.70813831457,93.36648815434478,4
2021-02-28,Site_10,940.9854185810585,245221.28197591548,130480.08267573592,62397.81649390911,38468.22759944507,76.98422395768686,1
2021-03-31,Site_1,2653.0793704002335,392777.32219854504,185803.0043245282,99944.20988273332,61615.56331688282,79.1653633910382,3
2021-04-30,Site_2,366.25614286234276,143351.4769327533,97812.73225988752,36476.520633552944,22487.759614222065,73.75140940491524,2
2021-05-31,Site_3,1079.9829719923605,371509.1901831681,154280.5691937653,94532.4242988293,58279.19978273036,84.4971082391863,9
2021-06-30,Site_4,190.75679285700846,22905.89397902011,296159.60955625103,5828.522539378175,3593.2816917589007,83.35882999513169,5
2021-07-31,Site_5,3989.118746451361,464303.71444718854,18824.995043049832,118144.46828624564,72836.01496046505,78.9713399951009,1
2021-08-31,Site_6,1197.2309714958626,58488.269116379684,145101.5128893954,14882.64091094945,9175.141856111275,99.77664196543063,8
2021-09-30,Site_7,1792.2232354148232,245606.4571454925,147432.3622293498,62495.82629695564,38528.6506017618,97.4920565919426,2
2021-10-31,Site_8,4647.598337981395,94980.55949821977,210623.85272895824,24168.2918966259,14899.741779585855,73.15412480661129,4
2021-11-30,Site_9,3551.6305694253106,190622.21875325384,87256.03343335075,48504.80402673838,29903.19126229663,92.17141982191865,1
2021-12-31,Site_10,256.01075470340845,324590.0532170485,241980.87956609976,82593.60856931991,50918.924911646805,80.11060309818565,6
2022-01-31,Site_1,907.0013668397725,79811.36573846123,126288.09180768087,20308.4125217398,12520.127769951141,89.69286391739152,4
2022-02-28,Site_2,3145.244167348841,151663.17476591695,37597.093859459565,38591.47489840139,23791.628028119994,96.24691253218171,5
2022-03-31,Site_3,2928.420084160421,342799.3430247198,192717.54472796796,87227.05602032489,53775.443314542,91.76154039301886,9
2022-04-30,Site_4,1265.6748247350922,423826.8283225961,17654.01187585781,107844.9164190662,66486.34557038915,70.58463045188954,2
2022-05-31,Site_5,4677.6485898314895,300519.9035764976,217872.63615224062,76468.83518851873,47143.00470087018,96.61172470010975,2
2022-06-30,Site_6,3108.43318423289,266262.4859867215,13520.686350561795,67751.85907984637,41768.99259966042,87.9886046413643,4
2022-07-31,Site_7,2724.6007348222956,63708.416012294816,183034.35868433953,16210.93413842941,9994.03407165039,95.72066226812397,7
2022-08-31,Site_8,2990.558884137398,81804.82616110047,262558.67405118945,20815.65877963976,12832.844874399294,98.41261980963834,4
2022-09-30,Site_9,3677.597944632171,479513.7718671993,212538.44390596362,122014.74562966506,75222.03931332308,93.08106783860546,7
2022-10-31,Site_10,1628.530477850049,11286.181440986289,191059.68887431553,2871.8269181089745,1770.4800859948796,85.03417068524273,3
2022-11-30,Site_1,2051.2832048588502,247365.15631024027,135219.42633332952,62943.336345291085,38804.54035816196,74.48250582980529,8
2022-12-31,Site_2,1128.2343699780986,380607.8155636411,107496.69990295968,96847.61632565076,59706.51469258593,93.56967156398818,3
2021-01-31,Site_3,1012.3457288136472,112881.8848010764,117385.70107381199,28723.376195366036,17707.949332100114,85.2982898513066,2
2021-02-28,Site_4,4727.424710921275,235186.22100065314,118757.66179470603,59844.34361343902,36894.01264362971,97.54544252803788,1
2021-03-31,Site_5,3723.798895741509,251599.9835631583,163666.25253458472,64020.909921620965,39468.8640143183,98.11127522318226,9
2021-04-30,Site_6,2503.248162226079,137594.60727374873,51565.72350943594,35011.65553837249,21584.67089974141,72.68760898167741,1
2021-05-31,Site_7,1214.3316770692838,440588.1130224261,265745.7611888346,112109.91152256982,69115.71325616563,90.51032713019998,7
2021-06-30,Site_8,1346.3467606749255,463326.52823539387,191503.90784862824,117895.81822849931,72682.7223045444,89.19894467042256,6
2021-07-31,Site_9,384.3428855869905,377175.05670522514,118586.50607043826,95974.133177739,59168.01269962871,85.11205217800106,5
2021-08-31,Site_10,2228.6414652347917,14231.929941353032,294841.5275932124,3621.38777547838,2232.5840390031726,77.1278219526891,9
2021-09-30,Site_1,1627.7998217711026,318173.52818888373,263032.9856213314,80960.89077252067,49912.35507728299,79.06327935324268,10
2021-10-31,Site_2,3512.0830951957514,123734.81531049362,185976.6949652432,31484.960185512024,19410.46469941732,88.15671089580302,4
2021-11-30,Site_3,1950.9840125331564,140920.48296584314,117807.15735152626,35857.941714860404,22106.405971265565,97.96720061661468,1
2021-12-31,Site_4,980.0580200422105,100063.93790302056,117037.21823966426,25461.783678073374,15697.178918297115,98.44205138914054,5
2022-01-31,Site_5,220.92576911752303,290481.59994372976,29344.950641810785,73914.53719716775,45568.28106454413,90.84670224489183,6
2022-02-28,Site_6,429.52319416991804,228892.14141721374,109331.08152825452,58242.78268984804,35906.65100848196,70.06089727274757,3
2022-03-31,Site_7,3429.02459014298,104846.41359102256,81248.42624563181,26678.70921553892,16447.412999827375,75.43420140654035,7
2022-04-30,Site_8,2323.114538324622,466994.0561998578,186479.8254569705,118829.03958297936,73258.0528767016,70.75892121570256,2
2022-05-31,Site_9,2729.2381344327387,127219.34512652135,218847.410812836,32371.61671987191,19957.08807957391,73.31330887908136,10
2022-06-30,Site_10,4493.689335897676,391582.06271848973,94803.19506579587,99640.06996021868,61428.06118269335,80.39699596201372,8
2022-07-31,Site_1,4952.660842243851,22098.54112427836,168382.77483145837,5623.087452871461,3466.6310474142642,77.3809349808234,5
2022-08-31,Site_2,1162.7952235525222,99905.25316693888,238253.09651747547,25421.40553078279,15672.285807491391,91.42014384194066,10
2022-09-30,Site_3,3349.083195190494,411244.3730814182,196152.10497862898,104643.24596511698,64512.5170834106,72.2491625608169,10
2022-10-31,Site_4,1390.2796460120383,272849.0124894154,225661.7806270843,69427.83462624175,42802.23081843905,96.05745573776048,7
2022-11-30,Site_5,201.18989738207054,326592.69153760065,73243.10943956881,83103.1901905503,51233.081766605,74.43213148219195,7
2022-12-31,Site_6,3816.0554037970933,220160.21177267475,194164.4689758209,56020.89827913372,34536.86020467457,83.82999708976544,2
2021-01-31,Site_7,1668.0840390300925,223459.74354835998,89397.45079646261,56860.48111059143,35054.462666809675,99.58505365219045,8
2021-02-28,Site_8,1978.9730814423,71447.966761249,76917.6706019044,18180.302634863463,11208.148920611447,70.94613887298166,2
2021-03-31,Site_9,2982.753856412668,93786.3965245023,88571.81095456799,23864.430985788797,14712.411655978127,97.30052067718766,1
2021-04-30,Site_10,4172.1374306573325,460308.5676742336,116292.39834215329,117127.8826408384,72209.29033804702,97.191851807067,4
2021-05-31,Site_1,3182.0110335966287,234239.73014372968,146572.7207960069,59603.50414662116,36745.535213728246,87.88661750223032,7
